web-scraper-order,web-scraper-start-url,topLevelCategory,topLevelCategory-href,rank,image-src,title,pages,pages-href,url,ratings,price,reviewCount
1615398491-15407,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,#75,"https://images-na.ssl-images-amazon.com/images/I/81ZRrzqNmdL._AC_UL200_SR200,200_.jpg",The Sneetches and Other Stories,2,https://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Sneetches-Other-Stories-Dr-Seuss/dp/0394800893/ref=zg_bs_books_75?_encoding=UTF8&psc=1&refRID=AKJJHNZ55GTHVVMWKB36,4.9 out of 5 stars,Dr. Seuss,Dr. Seuss
1615398484-15348,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,CDs & Vinyl,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_nav_0,#67,"https://images-na.ssl-images-amazon.com/images/I/71tXyEB632L._AC_UL200_SR200,200_.jpg",Take Care [2 LP][Explicit],2,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Take-Care-2-LP-Explicit/dp/B005PTNVM0/ref=zg_bs_music_67?_encoding=UTF8&psc=1&refRID=QQPAG35FN9MJX41E60R4,4.6 out of 5 stars,Drake,Drake
1615398484-15375,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,CDs & Vinyl,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_nav_0,#94,"https://images-na.ssl-images-amazon.com/images/I/71jJtrM7r2L._AC_UL200_SR200,200_.jpg",Future Nostalgia - Bonus Edition,2,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Future-Nostalgia-Bonus-Dua-Lipa/dp/B08M4Y1M56/ref=zg_bs_music_94?_encoding=UTF8&psc=1&refRID=QQPAG35FN9MJX41E60R4,4.8 out of 5 stars,Dua Lipa,609
1615398484-15342,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,CDs & Vinyl,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_nav_0,#61,"https://images-na.ssl-images-amazon.com/images/I/612luc2DEML._AC_UL200_SR200,200_.jpg",Future Nostalgia,2,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Future-Nostalgia-Dua-Lipa/dp/B083XVFM3F/ref=zg_bs_music_61?_encoding=UTF8&psc=1&refRID=QQPAG35FN9MJX41E60R4,4.8 out of 5 stars,Dua Lipa,"4,505"
1615398532-15738,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Apps & Games,https://www.amazon.com/Best-Sellers-Appstore-Android/zgbs/mobile-apps/ref=zg_bs_nav_0,#100,"https://images-na.ssl-images-amazon.com/images/I/712K8dtO8EL._AC_UL200_SR200,200_.png",Pixel Hunt: Many Real Guns Mod,2,https://www.amazon.com/Best-Sellers-Appstore-Android/zgbs/mobile-apps/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Pixel-Hunt-Many-Real-Guns/dp/B071P8C6W2/ref=zg_bs_mobile-apps_100?_encoding=UTF8&psc=1&refRID=NZNXF5VMFA046006ZKFE,3.1 out of 5 stars,DV Games,411
1615398484-15339,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,CDs & Vinyl,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_nav_0,#58,"https://images-na.ssl-images-amazon.com/images/I/81SF-yIIpiL._AC_UL200_SR200,200_.jpg",The Best of Earth Wind & Fire Vol. 1,2,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Best-Earth-Wind-Fire-Vol/dp/B06XXC39F9/ref=zg_bs_music_58?_encoding=UTF8&psc=1&refRID=QQPAG35FN9MJX41E60R4,4.9 out of 5 stars,Earth,Earth
1615398519-15609,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Audible Books & Originals,https://www.amazon.com/Best-Sellers-Audible-Audiobooks/zgbs/audible/ref=zg_bs_nav_0,#73,"https://images-na.ssl-images-amazon.com/images/I/51e6i6sF9wL._AC_UL200_SR200,200_.jpg",The Power of Now: A Guide to Spiritual…,2,https://www.amazon.com/Best-Sellers-Audible-Audiobooks/zgbs/audible/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/The-Power-of-Now-Eckhart-Tolle-audiobook/dp/B00005AAPL/ref=zg_bs_audible_73?_encoding=UTF8&psc=1&refRID=A7V9WZDJWJKMYN0D9DDY,4.7 out of 5 stars,Eckhart Tolle,"26,192"
1615398491-15400,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,#68,"https://images-na.ssl-images-amazon.com/images/I/71wzP4rL1mL._AC_UL200_SR200,200_.jpg",The Power of Now: A Guide to Spiritual…,2,https://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Power-Now-Guide-Spiritual-Enlightenment/dp/1577314808/ref=zg_bs_books_68?_encoding=UTF8&psc=1&refRID=AKJJHNZ55GTHVVMWKB36,4.7 out of 5 stars,Eckhart Tolle,Eckhart Tolle
1615398291-13951,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Video Games,https://www.amazon.com/best-sellers-video-games/zgbs/videogames/ref=zg_bs_nav_0,#97,"https://images-na.ssl-images-amazon.com/images/I/71UniX8nN-L._AC_UL200_SR200,200_.jpg","Apex Legends - 1,000 Apex Coins [Online Game…",2,https://www.amazon.com/best-sellers-video-games/zgbs/videogames/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Apex-Legends-Coins-Online-Game/dp/B07NPMZPZQ/ref=zg_bs_videogames_97?_encoding=UTF8&psc=1&refRID=4GEFT439K9V9Q28T3JB7,3.8 out of 5 stars,Electronic Arts,919
1615398359-14463,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Movies & TV,https://www.amazon.com/best-sellers-movies-TV-DVD-Blu-ray/zgbs/movies-tv/ref=zg_bs_nav_0,#99,"https://images-na.ssl-images-amazon.com/images/I/51803W0MkvL._AC_UL200_SR200,200_.jpg",The Lord of the Rings: The Motion Picture Trilogy…,2,https://www.amazon.com/best-sellers-movies-TV-DVD-Blu-ray/zgbs/movies-tv/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Lord-Rings-Fellowship-Extended-Editions/dp/B007ZQAKHU/ref=zg_bs_movies-tv_99?_encoding=UTF8&psc=1&refRID=4V8AH2Y0SEM77JZ63E5A,4.8 out of 5 stars,Elijah Wood,"17,079"
1615398359-14433,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Movies & TV,https://www.amazon.com/best-sellers-movies-TV-DVD-Blu-ray/zgbs/movies-tv/ref=zg_bs_nav_0,#69,"https://images-na.ssl-images-amazon.com/images/I/51XorA6Q2oL._AC_UL200_SR200,200_.jpg",Leap,2,https://www.amazon.com/best-sellers-movies-TV-DVD-Blu-ray/zgbs/movies-tv/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Leap-Elle-Fanning/dp/B075F9PWLB/ref=zg_bs_movies-tv_69?_encoding=UTF8&psc=1&refRID=4V8AH2Y0SEM77JZ63E5A,4.8 out of 5 stars,Elle Fanning,"6,323"
1615398532-15707,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Apps & Games,https://www.amazon.com/Best-Sellers-Appstore-Android/zgbs/mobile-apps/ref=zg_bs_nav_0,#69,"https://images-na.ssl-images-amazon.com/images/I/61XS8GunGaL._AC_UL200_SR200,200_.png",Peppa Pig: Holiday,2,https://www.amazon.com/Best-Sellers-Appstore-Android/zgbs/mobile-apps/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Entertainment-One-Ltd-Peppa-Pig/dp/B018IKM114/ref=zg_bs_mobile-apps_69?_encoding=UTF8&psc=1&refRID=NZNXF5VMFA046006ZKFE,4.2 out of 5 stars,Entertainment One Ltd,"1,504"
1615398484-15354,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,CDs & Vinyl,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_nav_0,#73,"https://images-na.ssl-images-amazon.com/images/I/91QG2nrEmjL._AC_UL200_SR200,200_.jpg",Keep Hauling (Original Soundtrack),2,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Hauling-Original-Soundtrack-Fishermans-Friends/dp/B07LBT4YBT/ref=zg_bs_music_73?_encoding=UTF8&psc=1&refRID=QQPAG35FN9MJX41E60R4,4.8 out of 5 stars,Fisherman's Friends,"1,858"
1615398484-15361,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,CDs & Vinyl,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_nav_0,#80,"https://images-na.ssl-images-amazon.com/images/I/71BekDJBb3L._AC_UL200_SR200,200_.jpg",Rumours,2,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Rumours-Fleetwood-Mac/dp/B000002KGT/ref=zg_bs_music_80?_encoding=UTF8&psc=1&refRID=QQPAG35FN9MJX41E60R4,4.8 out of 5 stars,Fleetwood Mac,Fleetwood Mac
1615398484-15357,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,CDs & Vinyl,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_nav_0,#76,"https://images-na.ssl-images-amazon.com/images/I/71HWqbh0BLL._AC_UL200_SR200,200_.jpg",Rumours (Vinyl 33 & 1/3 RPM),2,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Rumours-Fleetwood-Mac/dp/B004OKFISQ/ref=zg_bs_music_76?_encoding=UTF8&psc=1&refRID=QQPAG35FN9MJX41E60R4,4.8 out of 5 stars,Fleetwood Mac,Fleetwood Mac
1615398484-15340,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,CDs & Vinyl,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_nav_0,#59,"https://images-na.ssl-images-amazon.com/images/I/51SUE98ImML._AC_UL200_SR200,200_.jpg",The Very Best Of Fleetwood Mac (2CD),2,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Very-Best-Fleetwood-Mac-2CD/dp/B00006JL1Z/ref=zg_bs_music_59?_encoding=UTF8&psc=1&refRID=QQPAG35FN9MJX41E60R4,4.8 out of 5 stars,Fleetwood Mac,Fleetwood Mac
1615398519-15604,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Audible Books & Originals,https://www.amazon.com/Best-Sellers-Audible-Audiobooks/zgbs/audible/ref=zg_bs_nav_0,#68,"https://images-na.ssl-images-amazon.com/images/I/81-QB8jnTjL._AC_UL200_SR200,200_.jpg",Dune,2,https://www.amazon.com/Best-Sellers-Audible-Audiobooks/zgbs/audible/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Dune-Frank-Herbert-audiobook/dp/B000R34YKC/ref=zg_bs_audible_68?_encoding=UTF8&psc=1&refRID=A7V9WZDJWJKMYN0D9DDY,4.7 out of 5 stars,Frank Herbert,"25,313"
1615398359-14436,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Movies & TV,https://www.amazon.com/best-sellers-movies-TV-DVD-Blu-ray/zgbs/movies-tv/ref=zg_bs_nav_0,#72,"https://images-na.ssl-images-amazon.com/images/I/814cn7qS0mL._AC_UL200_SR200,200_.jpg",Curious George 30-Story Collection,2,https://www.amazon.com/best-sellers-movies-TV-DVD-Blu-ray/zgbs/movies-tv/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Curious-George-30-Story-Collection-Welker/dp/B07T3NQ9L8/ref=zg_bs_movies-tv_72?_encoding=UTF8&psc=1&refRID=4V8AH2Y0SEM77JZ63E5A,4.8 out of 5 stars,Frank Welker,"1,516"
1615398519-15589,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Audible Books & Originals,https://www.amazon.com/Best-Sellers-Audible-Audiobooks/zgbs/audible/ref=zg_bs_nav_0,#54,"https://images-na.ssl-images-amazon.com/images/I/91MKscFDXPL._AC_UL200_SR200,200_.jpg",Anxious People: A Novel,2,https://www.amazon.com/Best-Sellers-Audible-Audiobooks/zgbs/audible/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Anxious-People-A-Novel/dp/B084J91WW9/ref=zg_bs_audible_54?_encoding=UTF8&psc=1&refRID=A7V9WZDJWJKMYN0D9DDY,4.4 out of 5 stars,Fredrik Backman,"17,831"
1615398532-15729,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Apps & Games,https://www.amazon.com/Best-Sellers-Appstore-Android/zgbs/mobile-apps/ref=zg_bs_nav_0,#91,"https://images-na.ssl-images-amazon.com/images/I/71k2RYajc-L._AC_UL200_SR200,200_.png",Sniper Shooter by Fun Games For Free,2,https://www.amazon.com/Best-Sellers-Appstore-Android/zgbs/mobile-apps/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Sniper-Shooter-Fun-Games-Free/dp/B00DY6QM0E/ref=zg_bs_mobile-apps_91?_encoding=UTF8&psc=1&refRID=NZNXF5VMFA046006ZKFE,3.4 out of 5 stars,Fun Games For Free,"1,584"
1615398359-14415,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Movies & TV,https://www.amazon.com/best-sellers-movies-TV-DVD-Blu-ray/zgbs/movies-tv/ref=zg_bs_nav_0,#52,"https://images-na.ssl-images-amazon.com/images/I/91a1XQcpKbL._AC_UL200_SR200,200_.jpg",Wonder Woman 1984 [3D Blu Ray + Blu Ray +…,2,https://www.amazon.com/best-sellers-movies-TV-DVD-Blu-ray/zgbs/movies-tv/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Wonder-Woman-Digital-Combo-Blu-ray/dp/B08W7DK8QP/ref=zg_bs_movies-tv_52?_encoding=UTF8&psc=1&refRID=4V8AH2Y0SEM77JZ63E5A,4.7 out of 5 stars,Gal Gadot,"34,189"
1615398532-15714,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Apps & Games,https://www.amazon.com/Best-Sellers-Appstore-Android/zgbs/mobile-apps/ref=zg_bs_nav_0,#76,"https://images-na.ssl-images-amazon.com/images/I/911uEPhHEXL._AC_UL200_SR200,200_.png",Off Road Modern Racing Outlaws,2,https://www.amazon.com/Best-Sellers-Appstore-Android/zgbs/mobile-apps/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Off-Road-Modern-Racing-Outlaws/dp/B07MCJ5T6G/ref=zg_bs_mobile-apps_76?_encoding=UTF8&psc=1&refRID=NZNXF5VMFA046006ZKFE,3.6 out of 5 stars,Galactic Games Inc,227
1615398519-15593,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Audible Books & Originals,https://www.amazon.com/Best-Sellers-Audible-Audiobooks/zgbs/audible/ref=zg_bs_nav_0,#57,"https://images-na.ssl-images-amazon.com/images/I/81j6SxMD4bL._AC_UL200_SR200,200_.jpg",The Five Love Languages: The Secret to Love…,2,https://www.amazon.com/Best-Sellers-Audible-Audiobooks/zgbs/audible/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Five-Love-Languages-Secret-Lasts/dp/B079B7PJMV/ref=zg_bs_audible_57?_encoding=UTF8&psc=1&refRID=A7V9WZDJWJKMYN0D9DDY,4.8 out of 5 stars,Gary Chapman,"45,798"
1615398359-14443,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Movies & TV,https://www.amazon.com/best-sellers-movies-TV-DVD-Blu-ray/zgbs/movies-tv/ref=zg_bs_nav_0,#79,"https://images-na.ssl-images-amazon.com/images/I/81F0D%2BphSoL._AC_UL200_SR200,200_.jpg",Singin' in the Rain / The Music Man / Seven…,2,https://www.amazon.com/best-sellers-movies-TV-DVD-Blu-ray/zgbs/movies-tv/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Singin-Brothers-Elvis-Viva-Collection-Musicals/dp/B012YPUZ26/ref=zg_bs_movies-tv_79?_encoding=UTF8&psc=1&refRID=4V8AH2Y0SEM77JZ63E5A,4.8 out of 5 stars,Gene Kelly,"2,472"
1615398359-14445,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Movies & TV,https://www.amazon.com/best-sellers-movies-TV-DVD-Blu-ray/zgbs/movies-tv/ref=zg_bs_nav_0,#81,"https://images-na.ssl-images-amazon.com/images/I/81oU8EIczXL._AC_UL200_SR200,200_.jpg",1917 [Blu-ray],2,https://www.amazon.com/best-sellers-movies-TV-DVD-Blu-ray/zgbs/movies-tv/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/1917-Blu-ray-George-MacKay/dp/B082PQKG2B/ref=zg_bs_movies-tv_81?_encoding=UTF8&psc=1&refRID=4V8AH2Y0SEM77JZ63E5A,4.5 out of 5 stars,George MacKay,"73,254"
1615398532-15732,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Apps & Games,https://www.amazon.com/Best-Sellers-Appstore-Android/zgbs/mobile-apps/ref=zg_bs_nav_0,#94,"https://images-na.ssl-images-amazon.com/images/I/91hxxsKcLFL._AC_UL200_SR200,200_.png",Farming Simulator 18,2,https://www.amazon.com/Best-Sellers-Appstore-Android/zgbs/mobile-apps/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/GIANTS-Software-GmbH-Farming-Simulator/dp/B072HWT6CV/ref=zg_bs_mobile-apps_94?_encoding=UTF8&psc=1&refRID=NZNXF5VMFA046006ZKFE,4.0 out of 5 stars,GIANTS Software GmbH,773
1615398532-15717,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Apps & Games,https://www.amazon.com/Best-Sellers-Appstore-Android/zgbs/mobile-apps/ref=zg_bs_nav_0,#79,"https://images-na.ssl-images-amazon.com/images/I/81HIL51pMlL._AC_UL200_SR200,200_.png",Ultimate Shark Simulator,2,https://www.amazon.com/Best-Sellers-Appstore-Android/zgbs/mobile-apps/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Gluten-Free-Games-Ultimate-Simulator/dp/B01IJ67WCA/ref=zg_bs_mobile-apps_79?_encoding=UTF8&psc=1&refRID=NZNXF5VMFA046006ZKFE,3.4 out of 5 stars,Gluten Free Games,282
1615398325-14181,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Software,https://www.amazon.com/best-sellers-software/zgbs/software/ref=zg_bs_nav_0,#72,"https://images-na.ssl-images-amazon.com/images/I/71BxabucgZL._AC_UL200_SR200,200_.jpg",G Suite Business | Monthly Subscription with…,2,https://www.amazon.com/best-sellers-software/zgbs/software/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Business-Subscription-Auto-renewal-unlimited-Calendar/dp/B06XH85GJQ/ref=zg_bs_software_72?_encoding=UTF8&psc=1&refRID=3A3XYRHE1PHAW7A2YTXG,3.0 out of 5 stars,Google Cloud,63
1615398325-14202,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Software,https://www.amazon.com/best-sellers-software/zgbs/software/ref=zg_bs_nav_0,#93,"https://images-na.ssl-images-amazon.com/images/I/71K8CrFujrL._AC_UL200_SR200,200_.jpg",CLIP STUDIO PAINT PRO - NEW Branding - for…,2,https://www.amazon.com/best-sellers-software/zgbs/software/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/CLIP-STUDIO-PAINT-PRO-Microsoft/dp/B07DYSR1QH/ref=zg_bs_software_93?_encoding=UTF8&psc=1&refRID=3A3XYRHE1PHAW7A2YTXG,4.6 out of 5 stars,Graphixly,"1,515"
1615398380-14568,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Kindle Store,https://www.amazon.com/Best-Sellers-Kindle-Store/zgbs/digital-text/ref=zg_bs_nav_0,#52,"https://images-na.ssl-images-amazon.com/images/I/912DMUya5aL._UX300__PJku-sticker-v7,TopRight,0,-50__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg","If You Tell: A True Story of Murder, Family…",2,https://www.amazon.com/Best-Sellers-Kindle-Store/zgbs/digital-text/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/If-You-Tell-Unbreakable-Sisterhood-ebook/dp/B07Q5TL9SQ/ref=zg_bs_digital-text_52?_encoding=UTF8&psc=1&refRID=AZAFFFW06MTVW2V9FCV8,4.4 out of 5 stars,Gregg Olsen,Gregg Olsen
1615398380-14617,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Kindle Store,https://www.amazon.com/Best-Sellers-Kindle-Store/zgbs/digital-text/ref=zg_bs_nav_0,#100,"https://images-na.ssl-images-amazon.com/images/I/81ecnLBh92L._UX300__PJprime-reading,TopRight,0,-50__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg",A Wicked Snow,2,https://www.amazon.com/Best-Sellers-Kindle-Store/zgbs/digital-text/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Wicked-Snow-Gregg-Olsen-ebook/dp/B00M9GZTXG/ref=zg_bs_digital-text_100?_encoding=UTF8&psc=1&refRID=AZAFFFW06MTVW2V9FCV8,4.2 out of 5 stars,Gregg Olsen,Gregg Olsen
1615398484-15370,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,CDs & Vinyl,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_nav_0,#89,"https://images-na.ssl-images-amazon.com/images/I/91MlEw58m8L._AC_UL200_SR200,200_.jpg",H.E.R.,2,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/H-R/dp/B076N976NJ/ref=zg_bs_music_89?_encoding=UTF8&psc=1&refRID=QQPAG35FN9MJX41E60R4,4.6 out of 5 stars,H.E.R.,885
1615398325-14164,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Software,https://www.amazon.com/best-sellers-software/zgbs/software/ref=zg_bs_nav_0,#55,"https://images-na.ssl-images-amazon.com/images/I/71V9xorESxL._AC_UL200_SR200,200_.jpg",H&R Block Tax Software Deluxe 2020 with 3.5%…,2,https://www.amazon.com/best-sellers-software/zgbs/software/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Block-Software-Deluxe-Exclusive-Download/dp/B08L97FY7B/ref=zg_bs_software_55?_encoding=UTF8&psc=1&refRID=3A3XYRHE1PHAW7A2YTXG,4.1 out of 5 stars,H&R Block,75
1615398325-14180,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Software,https://www.amazon.com/best-sellers-software/zgbs/software/ref=zg_bs_nav_0,#71,"https://images-na.ssl-images-amazon.com/images/I/51IHcUKMsbL._AC_UL200_SR200,200_.jpg",H&R Block Tax Software Premium & Business…,2,https://www.amazon.com/best-sellers-software/zgbs/software/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Block-Software-Business-Exclusive-Physical/dp/B08JNW6L66/ref=zg_bs_software_71?_encoding=UTF8&psc=1&refRID=3A3XYRHE1PHAW7A2YTXG,3.9 out of 5 stars,H&R Block,103
1615398325-14189,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Software,https://www.amazon.com/best-sellers-software/zgbs/software/ref=zg_bs_nav_0,#80,"https://images-na.ssl-images-amazon.com/images/I/71ddlh9VacL._AC_UL200_SR200,200_.jpg",[OLD VERSION] H&R Block Tax Software Deluxe…,2,https://www.amazon.com/best-sellers-software/zgbs/software/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Block-Software-Deluxe-Exclusive-Download/dp/B07YH24MYL/ref=zg_bs_software_80?_encoding=UTF8&psc=1&refRID=3A3XYRHE1PHAW7A2YTXG,4.5 out of 5 stars,H&R Block,"5,447"
1615398491-15416,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_nav_0,#84,"https://images-na.ssl-images-amazon.com/images/I/81aY1lxk%2B9L._AC_UL200_SR200,200_.jpg",To Kill a Mockingbird,2,https://www.amazon.com/best-sellers-books-Amazon/zgbs/books/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Kill-Mockingbird-Harper-Lee/dp/0060935464/ref=zg_bs_books_84?_encoding=UTF8&psc=1&refRID=AKJJHNZ55GTHVVMWKB36,4.8 out of 5 stars,Harper Lee,Harper Lee
1615398484-15337,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,CDs & Vinyl,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_nav_0,#56,"https://images-na.ssl-images-amazon.com/images/I/61uo57hXGxL._AC_UL200_SR200,200_.jpg",Fine Line,2,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Fine-Line-Harry-Styles/dp/B07ZWBPM15/ref=zg_bs_music_56?_encoding=UTF8&psc=1&refRID=QQPAG35FN9MJX41E60R4,4.8 out of 5 stars,Harry Styles,"6,073"
1615398484-15359,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,CDs & Vinyl,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_nav_0,#78,"https://images-na.ssl-images-amazon.com/images/I/71KkhyFgrwL._AC_UL200_SR200,200_.jpg",Harry Styles,2,https://www.amazon.com/best-sellers-music-albums/zgbs/music/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Harry-Styles/dp/B071R5XZWX/ref=zg_bs_music_78?_encoding=UTF8&psc=1&refRID=QQPAG35FN9MJX41E60R4,4.9 out of 5 stars,Harry Styles,Harry Styles
1615398380-14605,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Kindle Store,https://www.amazon.com/Best-Sellers-Kindle-Store/zgbs/digital-text/ref=zg_bs_nav_0,#88,"https://images-na.ssl-images-amazon.com/images/I/91Ap89PrSZL._UX300__PJku-sticker-v7,TopRight,0,-50__BG0,0,0,0_FMpng_AC_UL200_SR200,200_.jpg",Mourning Wood,2,https://www.amazon.com/Best-Sellers-Kindle-Store/zgbs/digital-text/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Mourning-Wood-HEATHER-M-ORGERON-ebook/dp/B08XX5GYX4/ref=zg_bs_digital-text_88?_encoding=UTF8&psc=1&refRID=AZAFFFW06MTVW2V9FCV8,4.7 out of 5 stars,HEATHER M. ORGERON,147
